timestamp,Ax,Ay,Az,Dx,Dy,flex,B1,B2
68734,6.8,-5.1,4.6,0,0,945,1,1
68754,6.9,-5.2,4.8,0,0,945,1,1
68774,6.9,-5.2,4.9,0,0,947,1,1
68794,6.9,-5.2,4.9,0,0,946,1,1
68814,7.1,-5.4,4.9,0,0,948,1,1
68834,7.2,-5.4,4.7,0,0,947,1,1
68854,7.0,-5.2,4.6,0,0,946,1,1
68874,6.9,-5.2,4.6,0,0,946,1,1
68894,6.9,-5.3,4.7,0,0,944,1,1
68914,6.9,-5.3,4.8,0,0,947,1,1
68934,6.9,-5.2,4.9,0,0,946,1,1
68954,6.8,-5.0,4.9,0,0,947,1,1
68974,7.0,-5.3,4.9,0,0,948,1,1
68994,7.2,-5.6,5.0,0,0,946,1,1
69014,7.1,-5.5,5.1,0,0,946,1,1
69034,7.4,-4.9,4.5,0,0,946,1,1
69054,8.8,-4.1,2.7,0,0,945,1,1
69074,9.4,-2.7,-1.9,0,0,945,1,1
69094,10.7,-0.0,-8.3,0,0,946,1,1
69114,10.6,-1.3,-7.7,0,0,946,1,1
69134,7.0,-6.7,-0.8,0,0,926,1,1
69154,-2.9,-11.6,18.0,0,0,945,1,1
69174,-6.3,-12.3,36.9,0,0,946,1,1
69194,-1.1,-11.2,21.8,0,0,943,1,1
69214,-4.8,-8.2,11.1,0,0,944,1,1
69234,1.0,-5.2,2.3,0,0,945,1,1
69254,7.5,0.1,-7.3,0,0,945,1,1
69274,15.0,-0.8,-11.8,0,0,945,1,1
69294,16.6,-4.4,-8.7,0,0,947,1,1
69314,12.2,-4.0,-1.4,0,0,946,1,1
69334,3.9,-2.6,6.5,0,0,948,1,1
69354,-0.1,-3.7,11.5,0,0,946,1,1
69374,2.5,-4.5,10.4,0,0,945,1,1
69394,5.2,-7.2,7.5,0,0,946,1,1
69414,6.7,-7.5,7.2,0,0,945,1,1
69434,7.6,-7.0,6.5,0,0,944,1,1
69454,7.8,-6.0,5.4,0,0,946,1,1
69474,9.1,-4.4,2.8,0,0,947,1,1
69494,9.8,-4.6,2.0,0,0,947,1,1
69514,8.8,-3.4,2.6,0,0,947,1,1
69534,7.7,-3.7,2.7,0,0,945,1,1
69554,6.4,-3.2,3.3,0,0,945,1,1
69574,6.0,-3.9,4.5,0,0,945,1,1
69594,5.6,-4.9,5.8,0,0,945,1,1
69614,5.7,-4.8,5.8,0,0,947,1,1
69634,6.3,-5.4,6.2,0,0,943,1,1
69654,6.5,-5.4,6.5,0,0,941,1,1
69674,7.3,-5.5,6.1,0,0,946,1,1
69694,8.0,-5.9,5.7,0,0,944,1,1
69714,8.2,-5.8,4.8,0,0,943,1,1
69734,7.7,-5.7,4.3,0,0,945,1,1
69754,7.4,-5.3,4.1,0,0,945,1,1
69774,7.2,-5.6,4.2,0,0,947,1,1
69794,6.7,-4.9,4.4,0,0,947,1,1
69814,6.6,-4.8,4.9,0,0,945,1,1
69834,6.8,-4.8,5.3,0,0,947,1,1
69854,7.0,-4.6,5.4,0,0,946,1,1
69874,7.1,-4.7,5.5,0,0,945,1,1
69894,7.2,-4.9,5.2,0,0,944,1,1
69914,7.1,-5.0,4.7,0,0,946,1,1
69934,6.8,-4.9,4.8,0,0,948,1,1
69954,6.5,-4.6,4.8,0,0,948,1,1
69974,6.1,-4.9,4.8,0,0,947,1,1
69994,6.7,-4.5,5.1,0,0,946,1,1
70014,7.0,-4.9,5.5,0,0,945,1,1
70034,7.7,-5.2,5.4,0,0,945,1,1
70054,7.5,-5.0,5.1,0,0,947,1,1
